0,5
-0.000581812,5
-0.00176195,5
-0.00299232,5
-0.00430799,5
-0.00574646,5
-0.00734875,4.99999
-0.00916053,4.99999
-0.0112334,4.99999
-0.0136266,4.99998
-0.0164082,4.99997
-0.0196575,4.99996
-0.0234672,4.99994
-0.0279459,4.99992
-0.0332212,4.99989
-0.0394434,4.99984
-0.04679,4.99978
-0.0554702,4.99969
-0.0657314,4.99957
-0.0778659,4.99939
-0.0922193,4.99915
-0.1092,4.99881
-0.129292,4.99833
-0.153065,4.99766
-0.181196,4.99672
-0.214482,4.9954
-0.253865,4.99355
-0.300456,4.99096
-0.355565,4.98734
-0.420731,4.98227
-0.497762,4.97516
-0.588766,4.96521
-0.696198,4.95129
-0.822885,4.93182
-0.972052,4.9046
-1.14731,4.86659
-1.35262,4.81357
-1.59208,4.73975
-1.86972,4.63726
-2.18886,4.49543
-2.55117,4.30018
-2.95518,4.03323
-3.39381,3.67179
-3.85101,3.189
-4.29726,2.55608
-4.67583,1.77104
-4.91233,0.932184
-4.99958,0.0650042
-4.93491,-0.804151
-4.7203,-1.64887
-4.36226,-2.44349
-3.87168,-3.16387
-3.26346,-3.78811
-2.55608,-4.29726
-1.77104,-4.67583
-0.932184,-4.91233
-0.0650042,-4.99958
0.804151,-4.93491
1.62721,-4.72781
2.36261,-4.40659
2.98337,-4.01242
3.47903,-3.59115
3.85337,-3.18615
4.11957,-2.83357
4.29467,-2.56044
4.39461,-2.38484
4.43071,-2.31707
4.40755,-2.36083
4.32215,-2.51376
4.16454,-2.76706
3.9195,-3.10444
3.56987,-3.50086
3.10116,-3.92209
2.50709,-4.32602
1.79476,-4.66678
0.98755,-4.9015
0.124289,-4.99845
-0.745572,-4.9441
-1.57262,-4.74625
-2.31453,-4.43204
-2.94326,-4.04193
-3.44725,-3.62167
-3.82942,-3.2149
-4.10245,-2.85831
-4.28322,-2.57954
-4.38785,-2.39724
-4.42803,-2.32219
-4.40879,-2.35852
-4.32767,-2.50425
-4.17515,-2.75103
-3.93629,-3.08312
-3.59399,-3.47609
-3.13347,-3.89633
-2.54778,-4.30219
-1.84303,-4.64793
-1.04153,-4.89032
-0.181141,-4.99672
0.689282,-4.95226
1.52005,-4.76334
2.26816,-4.45595
2.90453,-4.06985
3.41655,-3.65064
3.80629,-3.24224
4.08594,-2.88185
4.27224,-2.59769
4.38143,-2.40896
4.42554,-2.32692
4.41009,-2.35608
4.33309,-2.49487
4.18542,-2.73536
3.95249,-3.06233
3.61721,-3.45193
3.16454,-3.87113
2.58692,-4.27877
1.88951,-4.62923
1.09357,-4.87895
0.236043,-4.99443
-0.634816,-4.95954
-1.4691,-4.7793
-2.22314,-4.47858
-2.86688,-4.09646
-3.38669,-3.67836
-3.78381,-3.26845
-4.06993,-2.90442
-4.26162,-2.61507
-4.37527,-2.42013
-4.42323,-2.33131
-4.41145,-2.35353
-4.33842,-2.48558
-4.19545,-2.71997
-3.96821,-3.04193
-3.63969,-3.42821
-3.19462,-3.84635
-2.62481,-4.25563
-1.93456,-4.61058
-1.14407,-4.86735
-0.289416,-4.99162
0.581766,-4.96604
1.41938,-4.79431
2.17914,-4.50015
2.83004,-4.122
3.35746,-3.70506
3.76182,-3.29374
4.05429,-2.92621
4.25129,-2.63183
4.36933,-2.43084
4.42106,-2.33542
4.41287,-2.35087
4.3437,-2.47634
4.20528,-2.70474
3.98356,-3.0218
3.6616,-3.4048
3.22391,-3.82183
2.66174,-4.23263
1.9785,-4.5919
1.1934,-4.85549
0.341634,-4.98831
-0.529768,-4.97186
-1.37056,-4.80849
-2.13586,-4.52085
-2.79378,-4.14666
-3.32867,-3.73095
-3.74016,-3.31831
-4.03892,-2.9474
-4.24118,-2.6481
-4.36355,-2.44119
-4.41902,-2.33929
-4.41435,-2.34809
-4.34896,-2.4671
-4.21497,-2.68961
-3.99863,-3.00182
-3.68309,-3.38154
-3.25262,-3.79743
-2.69794,-4.20964
-2.02162,-4.57308
-1.24189,-4.84332
-0.39304,-4.98453
0.478486,-4.97705
1.32232,-4.82198
2.09305,-4.54083
2.75786,-4.17064
3.30014,-3.75621
3.7187,-3.34234
4.02371,-2.96812
4.23121,-2.664
4.3579,-2.45126
4.41707,-2.34297
4.41589,-2.34519
4.35422,-2.4578
4.22459,-2.67448
4.01353,-2.98187
3.70429,-3.35831
3.28093,-3.773
2.73365,-4.18655
2.06419,-4.55402
1.28982,-4.83077
0.44395,-4.98025
-0.427606,-4.98168
-1.27439,-4.83487
-2.05044,-4.56023
-2.72206,-4.19409
-3.27169,-3.78101
-3.69732,-3.36598
-4.00858,-2.98853
-4.22132,-2.67963
-4.35235,-2.46111
-4.41521,-2.34647
-4.4175,-2.34216
-4.35951,-2.44841
-4.23418,-2.65927
-4.02834,-2.96184
-3.72531,-3.33497
-3.309,-3.7484
-2.76907,-4.1632
-2.10647,-4.53462
-1.3375,-4.81779
-0.494667,-4.97547
0.376773,-4.98578
1.22636,-4.84727
2.00762,-4.57924
2.68601,-4.21727
3.24298,-3.80567
3.67569,-3.38959
3.99324,-3.009
4.21127,-2.6954
4.34666,-2.47114
4.41324,-2.35018
4.41899,-2.33934
4.36466,-2.43922
4.24358,-2.64424
4.0429,-2.94193
3.74604,-3.31168
3.33672,-3.72375
2.80414,-4.13966
2.14844,-4.51489
1.38494,-4.80437
0.545285,-4.97018
-0.325863,-4.98937
-1.17809,-4.85923
-1.96445,-4.59793
-2.64954,-4.24028
-3.21383,-3.83031
-3.65366,-3.41333
-3.97755,-3.0297
-4.20094,-2.71147
-4.34074,-2.48152
-4.41106,-2.35426
-4.42028,-2.3369
-4.36958,-2.43038
-4.25272,-2.62952
-4.05713,-2.92227
-3.76637,-3.28853
-3.36402,-3.6991
-2.83878,-4.11598
-2.19003,-4.49486
-1.43212,-4.79051
-0.595792,-4.96438
0.274888,-4.99244
1.12959,-4.87073
1.92093,-4.61628
2.61264,-4.26311
3.18425,-3.85494
3.63123,-3.43718
3.96153,-3.05062
4.19033,-2.72785
4.33459,-2.49226
4.40868,-2.35872
4.42137,-2.33484
4.37428,-2.42192
4.26158,-2.61513
4.07104,-2.90287
3.78633,-3.26554
3.39089,-3.67448
2.873,-4.09217
2.23124,-4.47455
1.47903,-4.77624
0.646181,-4.95807
-0.223857,-4.99499
-1.08087,-4.88177
-1.87706,-4.63429
-2.57533,-4.28575
-3.15424,-3.87953
-3.60839,-3.46114
-3.94515,-3.07177
-4.17942,-2.74453
-4.32819,-2.50335
-4.40609,-2.36356
-4.42225,-2.33317
-4.37875,-2.41382
-4.27018,-2.60107
-4.08462,-2.88373
-3.8059,-3.2427
-3.41735,-3.6499
-2.90678,-4.06824
-2.27206,-4.45396
-1.52566,-4.76155
-0.696439,-4.95126
0.172781,-4.99701
1.03195,-4.89235
1.83285,-4.65195
2.53761,-4.30819
3.12381,-3.90408
3.58516,-3.4852
