0,0
1.99019e-07,-0.075
2.65359e-07,-0.1
0,0
1.99019e-07,-0.075
2.65359e-07,-0.1
-0.000625,0
1.91128e-07,-0.0749974
2.57468e-07,-0.0999974
-0.00187523,0
2.08431e-06,-0.0749765
3.19232e-06,-0.0999765
-0.00375071,0
4.2001e-06,-0.0749059
1.12144e-05,-0.0999059
-0.00625112,0
-2.51719e-07,-0.0747391
2.44937e-05,-0.099739
-0.00937567,0
-2.54771e-05,-0.0744149
3.96139e-05,-0.0994148
-0.0131229,0
-9.60315e-05,-0.07386
4.76917e-05,-0.0988596
-0.0174902,0
-0.000250108,-0.0729916
3.25226e-05,-0.0979901
-0.0224738,0
-0.000542745,-0.0717219
-3.08155e-05,-0.0967166
-0.0280685,0
-0.00104835,-0.0699637
-0.00017634,-0.0949484
-0.0342672,0
-0.0018618,-0.0676379
-0.000445945,-0.0925978
-0.0410613,0
-0.00309738,-0.0646818
-0.000886249,-0.0895839
-0.0484409,0
-0.00488501,-0.0610564
-0.00154392,-0.0858321
-0.0563952,0
-0.00736364,-0.0567531
-0.00246149,-0.0812677
-0.0649133,0
-0.0106722,-0.0517968
-0.00367863,-0.0757987
-0.073985,0
-0.0149397,-0.0462455
-0.00524786,-0.0692904
-0.0836015,0
-0.0202749,-0.0401839
-0.00727781,-0.0615398
-0.0937552,0
-0.0267599,-0.0337141
-0.0100137,-0.0522765
-0.103853,0
-0.033951,-0.0271789
-0.0136018,-0.0417016
-0.113896,0
-0.0417968,-0.0206571
-0.0185527,-0.0298609
-0.124459,0
-0.0507865,-0.0140475
-0.025935,-0.0167679
-0.135537,0
-0.0609054,-0.00742663
-0.0362636,-0.00320978
-0.147127,0
-0.0721316,-0.000870747
-0.0495103,0.00977242
-0.158664,0
-0.0838613,0.00543991
-0.0645999,0.0213773
-0.170159,0
-0.0960381,0.0114516
-0.0808005,0.0312713
-0.182196,0
-0.109186,0.0171644
-0.0976839,0.0393612
-0.194208,0
-0.122672,0.0225325
-0.114594,0.0461914
-0.206779,0
-0.137001,0.0274939
-0.131453,0.0518705
-0.218753,0
-0.151017,0.0322
-0.14812,0.0570316
-0.231298,0
-0.165734,0.0364189
-0.164613,0.0613938
-0.244419,0
-0.181063,0.0401385
-0.180998,0.0651384
-0.256943,0
-0.196004,0.0437196
-0.197361,0.0686827
-0.269463,0
-0.210999,0.0469787
-0.213631,0.0718398
-0.28198,0
-0.226016,0.0499303
-0.229815,0.07464
-0.295093,0
-0.2414,0.0523646
-0.245875,0.0769608
-0.307611,0
-0.256382,0.0547775
-0.261939,0.079152
-0.320133,0
-0.271311,0.0569333
-0.277914,0.0810456
-0.332059,0
-0.285871,0.0590906
-0.293852,0.0827826
-0.34399,0
-0.300362,0.0610047
-0.309653,0.0842141
-0.355929,0
-0.314768,0.0626956
-0.325321,0.0853592
-0.368485,0
-0.329298,0.063948
-0.340794,0.086148
-0.380441,0
-0.343501,0.0652719
-0.356235,0.0867856
-0.393019,0
-0.35777,0.0662005
-0.371478,0.0871071
-0.406221,0
-0.372069,0.0667731
-0.38656,0.0871445
-0.418821,0
-0.386061,0.067467
-0.401621,0.0870344
-0.432048,0
-0.400052,0.0678326
-0.416511,0.0866506
-0.444672,0
-0.41375,0.068329
-0.431352,0.0860825
-0.457309,0
-0.427292,0.0687313
-0.446043,0.0852664
-0.46996,0
-0.440675,0.0690462
-0.460566,0.0841892
-0.482624,0
-0.453893,0.0692787
-0.474898,0.0828353
-0.495302,0
-0.466944,0.069432
